id,created_at,lead_id,sustatus_id,hostel_id,cityid
3696,22-03-2023 04:29,1143,4,NULL,0
3697,23-03-2023 19:53,1143,5,3137,0
3698,24-03-2023 16:35,1143,6,3137,0
3699,24-03-2023 19:13,1143,7,3137,0
3700,25-03-2023 01:51,1143,8,3137,0
3701,25-03-2023 14:56,1143,9,3137,0
3702,26-03-2023 11:51,1143,10,3137,0
3703,26-03-2023 18:25,1143,11,3137,0
3704,28-03-2023 13:42,1143,12,3137,0
3705,28-03-2023 15:59,1143,13,3137,0
3706,29-03-2023 22:07,1143,14,3137,0
3707,31-03-2023 07:45,1143,15,3137,0
3708,02-04-2023 07:01,1143,16,3137,0
3709,03-04-2023 08:49,1143,17,3137,0
3710,05-04-2023 00:32,1143,18,3137,0
3711,05-04-2023 05:29,1143,19,3137,0
3712,05-04-2023 08:56,1143,20,3137,0
3713,05-04-2023 17:22,1143,21,3137,0
3714,06-04-2023 11:11,1143,22,3137,0
3715,07-04-2023 10:47,1143,23,3137,0
3716,08-04-2023 17:26,1143,24,3137,0
3717,09-04-2023 22:50,1143,25,3137,0
3719,22-03-2023 07:28,1144,1,NULL,13
3720,23-03-2023 07:37,1144,2,NULL,13
3721,24-03-2023 22:39,1144,3,NULL,13
3722,26-03-2023 12:18,1144,4,NULL,13
3723,26-03-2023 19:44,1144,5,3114,13
3724,27-03-2023 11:37,1144,6,3114,13
3725,27-03-2023 17:29,1144,7,3114,13
3726,28-03-2023 14:25,1144,8,3114,13
3727,29-03-2023 11:41,1144,9,3114,13
3728,30-03-2023 05:26,1144,10,3114,13
3729,01-04-2023 04:53,1144,11,3114,13
3730,02-04-2023 12:57,1144,12,3114,13
3731,03-04-2023 06:23,1144,13,3114,13
3732,04-04-2023 08:02,1144,14,3114,13
3733,04-04-2023 10:05,1144,15,3114,13
3734,04-04-2023 10:23,1144,16,3114,13
3735,05-04-2023 16:00,1144,17,3114,13
3736,05-04-2023 22:44,1144,18,3114,13
3737,06-04-2023 21:02,1144,19,3114,13
3738,08-04-2023 07:45,1144,20,3114,13
3745,21-03-2023 23:44,1145,1,NULL,13
3746,22-03-2023 19:06,1145,2,NULL,13
3747,24-03-2023 08:37,1145,3,NULL,13
3748,25-03-2023 13:29,1145,4,NULL,13
3749,26-03-2023 12:20,1145,5,3113,13
3750,27-03-2023 12:17,1145,6,3113,13
3751,28-03-2023 02:29,1145,7,3113,13
3752,28-03-2023 15:02,1145,8,3113,13
3753,30-03-2023 08:30,1145,9,3113,13
3754,31-03-2023 09:47,1145,10,3113,13
3755,02-04-2023 06:48,1145,11,3113,13
3771,07-03-2023 02:33,1146,1,NULL,0
3772,07-03-2023 18:05,1146,2,NULL,0
3773,09-03-2023 07:01,1146,3,NULL,0
3774,09-03-2023 10:33,1146,4,NULL,0
3775,10-03-2023 11:54,1146,5,3138,0
3776,11-03-2023 11:23,1146,6,3138,0
3777,13-03-2023 10:44,1146,7,3138,0
3778,14-03-2023 17:07,1146,8,3138,0
3779,15-03-2023 21:15,1146,9,3138,0
3780,17-03-2023 05:08,1146,10,3138,0
3781,18-03-2023 22:10,1146,11,3138,0
3782,20-03-2023 14:06,1146,12,3138,0
3783,21-03-2023 15:34,1146,13,3138,0
3784,23-03-2023 10:07,1146,14,3138,0
3785,23-03-2023 12:11,1146,15,3138,0
3786,25-03-2023 03:22,1146,16,3138,0
3787,26-03-2023 23:38,1146,17,3138,0
3788,27-03-2023 16:48,1146,18,3138,0
3797,04-03-2023 11:57,1147,1,NULL,14
3798,05-03-2023 10:51,1147,2,NULL,14
3799,06-03-2023 05:25,1147,3,NULL,14
3800,06-03-2023 20:37,1147,4,NULL,14
3801,07-03-2023 22:09,1147,5,3119,14
3802,09-03-2023 10:15,1147,6,3119,14
3803,10-03-2023 18:49,1147,7,3119,14
3804,11-03-2023 08:56,1147,8,3119,14
3805,12-03-2023 12:49,1147,9,3119,14
3823,31-03-2023 11:58,1148,1,NULL,20
3824,01-04-2023 06:00,1148,2,NULL,20
3825,02-04-2023 22:32,1148,3,NULL,20
3826,03-04-2023 01:41,1148,4,NULL,20
3827,03-04-2023 10:09,1148,5,3133,20
3828,04-04-2023 17:44,1148,6,3133,20
3829,05-04-2023 07:13,1148,7,3133,20
3830,07-04-2023 00:08,1148,8,3133,20
3849,15-03-2023 04:01,1149,1,NULL,12
3850,15-03-2023 11:58,1149,2,NULL,12
3851,17-03-2023 00:04,1149,3,NULL,12
3852,18-03-2023 22:42,1149,4,NULL,12
3853,20-03-2023 12:38,1149,5,3110,12
3854,21-03-2023 18:23,1149,6,3110,12
3855,23-03-2023 08:22,1149,7,3110,12
3856,23-03-2023 10:32,1149,8,3110,12
3857,24-03-2023 23:10,1149,9,3110,12
3858,25-03-2023 09:15,1149,10,3110,12
3859,25-03-2023 09:53,1149,11,3110,12
3860,27-03-2023 03:32,1149,12,3110,12
3861,28-03-2023 03:54,1149,13,3110,12
3875,05-03-2023 02:33,1150,1,NULL,11
3876,05-03-2023 17:19,1150,2,NULL,11
3877,07-03-2023 15:54,1150,3,NULL,11
3878,09-03-2023 03:20,1150,4,NULL,11
3879,09-03-2023 23:31,1150,5,3103,11
3880,10-03-2023 05:53,1150,6,3103,11
3881,12-03-2023 04:16,1150,7,3103,11
3882,13-03-2023 13:46,1150,8,3103,11
3883,14-03-2023 13:46,1150,9,3103,11
3884,14-03-2023 19:33,1150,10,3103,11
3885,16-03-2023 08:53,1150,11,3103,11
3886,17-03-2023 10:33,1150,12,3103,11
3887,17-03-2023 20:16,1150,13,3103,11
3888,19-03-2023 13:36,1150,14,3103,11
3889,21-03-2023 01:55,1150,15,3103,11
3890,22-03-2023 04:48,1150,16,3103,11
3891,23-03-2023 21:12,1150,17,3103,11
3892,25-03-2023 02:04,1150,18,3103,11
3893,25-03-2023 05:55,1150,19,3103,11
3894,27-03-2023 00:44,1150,20,3103,11
3895,28-03-2023 23:46,1150,21,3103,11
3896,29-03-2023 23:50,1150,22,3103,11
3897,31-03-2023 02:36,1150,23,3103,11
3898,01-04-2023 14:04,1150,24,3103,11
3901,25-03-2023 04:36,1151,1,NULL,14
3902,26-03-2023 01:43,1151,2,NULL,14
3903,27-03-2023 23:32,1151,3,NULL,14
3904,29-03-2023 07:25,1151,4,NULL,14
3905,29-03-2023 20:31,1151,5,3118,14
3906,30-03-2023 13:03,1151,6,3118,14
3907,31-03-2023 20:37,1151,7,3118,14
3908,31-03-2023 22:41,1151,8,3118,14
3909,02-04-2023 17:27,1151,9,3118,14
3910,03-04-2023 14:48,1151,10,3118,14
3911,04-04-2023 08:14,1151,11,3118,14
3912,05-04-2023 08:09,1151,12,3118,14
3913,07-04-2023 06:27,1151,13,3118,14
3914,07-04-2023 22:24,1151,14,3118,14
3915,08-04-2023 01:53,1151,15,3118,14
3916,08-04-2023 22:35,1151,16,3118,14
3917,10-04-2023 12:51,1151,17,3118,14
3918,10-04-2023 14:53,1151,18,3118,14
3919,12-04-2023 01:21,1151,19,3118,14
3920,12-04-2023 18:07,1151,20,3118,14
3921,14-04-2023 09:16,1151,21,3118,14
3922,16-04-2023 04:50,1151,22,3118,14
3923,17-04-2023 18:33,1151,23,3118,14
3924,18-04-2023 19:45,1151,24,3118,14
3927,29-03-2023 06:06,1152,1,NULL,11
3928,29-03-2023 20:58,1152,2,NULL,11
3929,30-03-2023 19:28,1152,3,NULL,11
3930,01-04-2023 00:54,1152,4,NULL,11
3931,02-04-2023 09:48,1152,5,3102,11
3932,02-04-2023 15:27,1152,6,3102,11
3933,03-04-2023 11:54,1152,7,3102,11
3934,05-04-2023 03:34,1152,8,3102,11
3935,07-04-2023 03:26,1152,9,3102,11
3936,08-04-2023 09:43,1152,10,3102,11
3937,09-04-2023 09:34,1152,11,3102,11
3938,10-04-2023 04:42,1152,12,3102,11
3939,11-04-2023 06:33,1152,13,3102,11
3940,11-04-2023 17:58,1152,14,3102,11
3941,12-04-2023 20:08,1152,15,3102,11
3942,13-04-2023 22:26,1152,16,3102,11
3943,14-04-2023 00:49,1152,17,3102,11
3944,15-04-2023 22:17,1152,18,3102,11
3945,17-04-2023 19:40,1152,19,3102,11
3946,18-04-2023 14:42,1152,20,3102,11
3947,19-04-2023 23:30,1152,21,3102,11
3953,13-03-2023 11:35,1153,1,NULL,13
3954,15-03-2023 03:26,1153,2,NULL,13
3955,15-03-2023 15:15,1153,3,NULL,13
3956,16-03-2023 00:16,1153,4,NULL,13
3957,16-03-2023 20:51,1153,5,3115,13
3979,30-03-2023 11:24,1154,1,NULL,14
3980,31-03-2023 23:09,1154,2,NULL,14
3981,01-04-2023 22:35,1154,3,NULL,14
3982,02-04-2023 17:06,1154,4,NULL,14
3983,04-04-2023 14:56,1154,5,3116,14
3984,06-04-2023 09:10,1154,6,3116,14
3985,07-04-2023 01:37,1154,7,3116,14
3986,07-04-2023 21:21,1154,8,3116,14
3987,08-04-2023 22:56,1154,9,3116,14
3988,10-04-2023 06:29,1154,10,3116,14
3989,10-04-2023 07:34,1154,11,3116,14
3990,11-04-2023 07:23,1154,12,3116,14
3991,11-04-2023 23:31,1154,13,3116,14
4005,10-03-2023 05:52,1155,1,NULL,13
4006,10-03-2023 10:56,1155,2,NULL,13
4007,12-03-2023 02:03,1155,3,NULL,13
4008,12-03-2023 15:12,1155,4,NULL,13
4009,14-03-2023 01:19,1155,5,3111,13
4010,14-03-2023 21:02,1155,6,3111,13
4011,15-03-2023 08:20,1155,7,3111,13
4012,15-03-2023 10:11,1155,8,3111,13
4013,16-03-2023 13:47,1155,9,3111,13
4014,17-03-2023 17:58,1155,10,3111,13
4015,18-03-2023 06:41,1155,11,3111,13
4016,19-03-2023 06:28,1155,12,3111,13
4017,19-03-2023 19:28,1155,13,3111,13
4018,20-03-2023 16:11,1155,14,3111,13
4019,21-03-2023 13:14,1155,15,3111,13
4020,22-03-2023 16:15,1155,16,3111,13
4021,24-03-2023 01:22,1155,17,3111,13
4022,25-03-2023 02:53,1155,18,3111,13
4023,25-03-2023 15:38,1155,19,3111,13
4024,26-03-2023 01:34,1155,20,3111,13
4025,27-03-2023 14:01,1155,21,3111,13
4026,28-03-2023 15:27,1155,22,3111,13
4031,15-03-2023 21:04,1156,1,NULL,16
4032,17-03-2023 05:48,1156,2,NULL,16
4033,17-03-2023 09:42,1156,3,NULL,16
4034,17-03-2023 11:39,1156,4,NULL,16
4035,19-03-2023 09:23,1156,5,3130,16
4036,19-03-2023 14:47,1156,6,3130,16
4037,21-03-2023 03:24,1156,7,3130,16
4038,21-03-2023 20:22,1156,8,3130,16
4039,23-03-2023 07:37,1156,9,3130,16
4040,24-03-2023 00:45,1156,10,3130,16
4041,25-03-2023 15:03,1156,11,3130,16
4042,26-03-2023 02:47,1156,12,3130,16
4043,26-03-2023 12:03,1156,13,3130,16
4044,27-03-2023 10:30,1156,14,3130,16
4045,28-03-2023 14:25,1156,15,3130,16
4046,29-03-2023 05:01,1156,16,3130,16
4057,16-03-2023 02:01,1157,1,NULL,13
4058,16-03-2023 06:41,1157,2,NULL,13
4059,16-03-2023 08:26,1157,3,NULL,13
4060,17-03-2023 05:02,1157,4,NULL,13
4061,17-03-2023 05:13,1157,5,3111,13
4062,17-03-2023 08:08,1157,6,3111,13
4063,18-03-2023 00:14,1157,7,3111,13
4064,18-03-2023 22:57,1157,8,3111,13
4065,20-03-2023 11:48,1157,9,3111,13
4066,21-03-2023 20:04,1157,10,3111,13
4067,21-03-2023 22:58,1157,11,3111,13
4068,22-03-2023 12:57,1157,12,3111,13
4069,24-03-2023 00:35,1157,13,3111,13
4070,25-03-2023 13:36,1157,14,3111,13
4071,27-03-2023 12:47,1157,15,3111,13
4072,28-03-2023 04:34,1157,16,3111,13
4073,28-03-2023 22:00,1157,17,3111,13
4074,30-03-2023 14:43,1157,18,3111,13
4075,31-03-2023 11:46,1157,19,3111,13
4076,02-04-2023 10:14,1157,20,3111,13
4077,04-04-2023 05:41,1157,21,3111,13
4078,05-04-2023 02:05,1157,22,3111,13
4083,29-03-2023 08:11,1158,1,NULL,11
4084,29-03-2023 11:02,1158,2,NULL,11
4085,29-03-2023 19:36,1158,3,NULL,11
4086,30-03-2023 00:00,1158,4,NULL,11
4087,31-03-2023 09:15,1158,5,3103,11
4088,02-04-2023 03:41,1158,6,3103,11
4089,03-04-2023 21:59,1158,7,3103,11
4090,04-04-2023 12:25,1158,8,3103,11
4091,05-04-2023 12:54,1158,9,3103,11
4092,07-04-2023 02:59,1158,10,3103,11
4093,09-04-2023 01:06,1158,11,3103,11
4094,09-04-2023 12:19,1158,12,3103,11
4095,09-04-2023 15:56,1158,13,3103,11
4096,10-04-2023 14:36,1158,14,3103,11
4097,12-04-2023 14:09,1158,15,3103,11
4098,13-04-2023 13:24,1158,16,3103,11
4109,09-03-2023 22:57,1159,1,NULL,16
4110,10-03-2023 11:59,1159,2,NULL,16
4111,11-03-2023 18:14,1159,3,NULL,16
4112,12-03-2023 09:38,1159,4,NULL,16
4113,13-03-2023 06:33,1159,5,3128,16
4114,14-03-2023 01:58,1159,6,3128,16
4115,14-03-2023 05:53,1159,7,3128,16
4116,14-03-2023 19:41,1159,8,3128,16
4117,14-03-2023 19:50,1159,9,3128,16
4118,15-03-2023 03:03,1159,10,3128,16
4119,15-03-2023 05:04,1159,11,3128,16
4120,16-03-2023 23:27,1159,12,3128,16
4121,18-03-2023 05:26,1159,13,3128,16
4135,09-03-2023 12:35,1160,1,NULL,14
4136,10-03-2023 06:12,1160,2,NULL,14
4137,11-03-2023 04:08,1160,3,NULL,14
4138,13-03-2023 00:46,1160,4,NULL,14
4139,13-03-2023 19:11,1160,5,3118,14
4140,14-03-2023 10:34,1160,6,3118,14
4141,15-03-2023 12:07,1160,7,3118,14
4161,15-03-2023 10:53,1161,1,NULL,14
4162,16-03-2023 05:42,1161,2,NULL,14
4187,02-03-2023 09:57,1162,1,NULL,13
4188,02-03-2023 15:41,1162,2,NULL,13
4213,27-03-2023 06:44,1163,1,NULL,15
4214,27-03-2023 13:57,1163,2,NULL,15
4215,28-03-2023 04:36,1163,3,NULL,15
4216,29-03-2023 20:51,1163,4,NULL,15
4217,30-03-2023 21:04,1163,5,3124,15
4218,01-04-2023 03:27,1163,6,3124,15
4219,01-04-2023 07:12,1163,7,3124,15
4220,03-04-2023 01:43,1163,8,3124,15
4221,03-04-2023 21:09,1163,9,3124,15
4222,04-04-2023 19:37,1163,10,3124,15
4239,10-03-2023 02:07,1164,1,NULL,12
4240,11-03-2023 07:19,1164,2,NULL,12
4241,13-03-2023 05:36,1164,3,NULL,12
4242,13-03-2023 20:16,1164,4,NULL,12
4243,14-03-2023 20:10,1164,5,3109,12
4244,15-03-2023 01:37,1164,6,3109,12
4245,16-03-2023 19:55,1164,7,3109,12
4246,17-03-2023 06:35,1164,8,3109,12
4265,02-03-2023 22:35,1165,1,NULL,17
4266,03-03-2023 15:48,1165,2,NULL,17
4267,04-03-2023 04:18,1165,3,NULL,17
4268,05-03-2023 11:23,1165,4,NULL,17
4269,06-03-2023 08:19,1165,5,3132,17
4270,07-03-2023 09:09,1165,6,3132,17
4271,07-03-2023 16:51,1165,7,3132,17
4272,09-03-2023 02:38,1165,8,3132,17
4273,10-03-2023 13:54,1165,9,3132,17
4291,23-03-2023 03:08,1166,1,NULL,13
4292,23-03-2023 22:44,1166,2,NULL,13
4293,24-03-2023 10:49,1166,3,NULL,13
4294,25-03-2023 00:20,1166,4,NULL,13
4295,26-03-2023 19:11,1166,5,3114,13
4296,27-03-2023 19:17,1166,6,3114,13
4297,28-03-2023 14:03,1166,7,3114,13
4298,29-03-2023 00:22,1166,8,3114,13
4317,06-03-2023 17:23,1167,1,NULL,11
4318,07-03-2023 18:04,1167,2,NULL,11
4319,09-03-2023 11:52,1167,3,NULL,11
4320,10-03-2023 13:30,1167,4,NULL,11
4321,11-03-2023 09:11,1167,5,3102,11
4322,12-03-2023 21:42,1167,6,3102,11
4323,14-03-2023 12:17,1167,7,3102,11
4324,15-03-2023 15:09,1167,8,3102,11
4325,17-03-2023 11:36,1167,9,3102,11
4326,17-03-2023 23:21,1167,10,3102,11
4327,18-03-2023 00:04,1167,11,3102,11
4328,19-03-2023 13:45,1167,12,3102,11
4329,20-03-2023 18:34,1167,13,3102,11
4330,20-03-2023 19:13,1167,14,3102,11
4331,22-03-2023 18:47,1167,15,3102,11
4332,23-03-2023 05:05,1167,16,3102,11
4333,24-03-2023 14:16,1167,17,3102,11
4334,24-03-2023 16:15,1167,18,3102,11
4335,25-03-2023 00:59,1167,19,3102,11
4336,25-03-2023 05:43,1167,20,3102,11
4337,25-03-2023 10:29,1167,21,3102,11
4343,06-03-2023 23:53,1168,1,NULL,11
4344,08-03-2023 20:57,1168,2,NULL,11
4345,09-03-2023 16:57,1168,3,NULL,11
4346,09-03-2023 23:32,1168,4,NULL,11
4347,11-03-2023 14:29,1168,5,3101,11
4348,13-03-2023 01:16,1168,6,3101,11
4349,14-03-2023 00:02,1168,7,3101,11
4350,14-03-2023 09:51,1168,8,3101,11
4351,14-03-2023 11:12,1168,9,3101,11
4352,15-03-2023 16:51,1168,10,3101,11
4353,17-03-2023 05:57,1168,11,3101,11
4354,17-03-2023 07:58,1168,12,3101,11
4355,18-03-2023 00:19,1168,13,3101,11
4356,19-03-2023 08:46,1168,14,3101,11
4357,21-03-2023 05:58,1168,15,3101,11
4358,21-03-2023 19:41,1168,16,3101,11
4359,22-03-2023 01:13,1168,17,3101,11
4360,23-03-2023 23:20,1168,18,3101,11
4361,24-03-2023 03:43,1168,19,3101,11
4362,25-03-2023 16:22,1168,20,3101,11
4363,26-03-2023 16:42,1168,21,3101,11
4364,27-03-2023 14:59,1168,22,3101,11
4369,08-03-2023 18:27,1169,1,NULL,0
4370,09-03-2023 03:23,1169,2,NULL,0
4371,09-03-2023 08:33,1169,3,NULL,0
4372,11-03-2023 00:05,1169,4,NULL,0
4373,11-03-2023 05:05,1169,5,3139,0
4374,11-03-2023 10:11,1169,6,3139,0
4375,12-03-2023 11:16,1169,7,3139,0
4376,13-03-2023 02:10,1169,8,3139,0
4377,14-03-2023 02:17,1169,9,3139,0
4378,14-03-2023 14:53,1169,10,3139,0
4379,16-03-2023 10:36,1169,11,3139,0
4395,20-03-2023 05:52,1170,1,NULL,11
4396,21-03-2023 16:52,1170,2,NULL,11
4397,22-03-2023 00:12,1170,3,NULL,11
4398,23-03-2023 07:23,1170,4,NULL,11
4399,23-03-2023 07:53,1170,5,3106,11
4400,23-03-2023 17:08,1170,6,3106,11
4401,24-03-2023 09:10,1170,7,3106,11
4402,26-03-2023 01:29,1170,8,3106,11
4403,26-03-2023 01:45,1170,9,3106,11
4404,26-03-2023 17:19,1170,10,3106,11
4405,27-03-2023 13:57,1170,11,3106,11
4406,27-03-2023 17:13,1170,12,3106,11
4407,29-03-2023 13:23,1170,13,3106,11
4408,29-03-2023 13:35,1170,14,3106,11
4409,30-03-2023 19:09,1170,15,3106,11
4410,01-04-2023 08:59,1170,16,3106,11
4411,03-04-2023 07:20,1170,17,3106,11
4412,04-04-2023 12:31,1170,18,3106,11
4413,05-04-2023 17:21,1170,19,3106,11
4414,07-04-2023 02:41,1170,20,3106,11
4415,08-04-2023 06:28,1170,21,3106,11
4416,09-04-2023 05:14,1170,22,3106,11
4417,11-04-2023 00:29,1170,23,3106,11
4418,12-04-2023 23:56,1170,24,3106,11
4419,13-04-2023 05:26,1170,25,3106,11
4420,13-04-2023 22:46,1170,26,3106,11
4421,19-03-2023 04:16,1171,1,NULL,0
4422,20-03-2023 13:11,1171,2,NULL,0
4423,21-03-2023 14:41,1171,3,NULL,0
4424,23-03-2023 02:54,1171,4,NULL,0
4425,23-03-2023 18:16,1171,5,3139,0
4426,25-03-2023 03:06,1171,6,3139,0
4427,26-03-2023 03:59,1171,7,3139,0
4428,27-03-2023 08:59,1171,8,3139,0
4429,28-03-2023 09:41,1171,9,3139,0
4430,30-03-2023 04:01,1171,10,3139,0
4431,31-03-2023 18:39,1171,11,3139,0
4432,02-04-2023 08:26,1171,12,3139,0
4433,03-04-2023 21:13,1171,13,3139,0
4434,04-04-2023 08:48,1171,14,3139,0
4435,05-04-2023 06:46,1171,15,3139,0
4436,05-04-2023 22:05,1171,16,3139,0
4437,06-04-2023 21:54,1171,17,3139,0
4438,07-04-2023 05:52,1171,18,3139,0
4439,07-04-2023 09:11,1171,19,3139,0
4440,07-04-2023 22:38,1171,20,3139,0
4441,08-04-2023 10:41,1171,21,3139,0
4447,05-03-2023 09:55,1172,1,NULL,11
4448,07-03-2023 09:35,1172,2,NULL,11
4449,08-03-2023 07:30,1172,3,NULL,11
4450,09-03-2023 01:16,1172,4,NULL,11
4451,10-03-2023 05:30,1172,5,3103,11
4452,12-03-2023 04:41,1172,6,3103,11
4453,12-03-2023 05:55,1172,7,3103,11
4454,13-03-2023 01:47,1172,8,3103,11
4455,14-03-2023 02:18,1172,9,3103,11
4456,15-03-2023 17:12,1172,10,3103,11
4457,16-03-2023 08:08,1172,11,3103,11
4458,16-03-2023 09:05,1172,12,3103,11
4459,17-03-2023 23:01,1172,13,3103,11
4460,18-03-2023 04:40,1172,14,3103,11
4461,18-03-2023 22:51,1172,15,3103,11
4462,19-03-2023 04:49,1172,16,3103,11
4463,19-03-2023 07:18,1172,17,3103,11
4464,19-03-2023 13:59,1172,18,3103,11
4465,19-03-2023 16:00,1172,19,3103,11
4466,21-03-2023 00:35,1172,20,3103,11
4467,22-03-2023 19:26,1172,21,3103,11
4468,23-03-2023 10:13,1172,22,3103,11
4469,24-03-2023 21:27,1172,23,3103,11
4470,26-03-2023 20:59,1172,24,3103,11
4471,28-03-2023 15:16,1172,25,3103,11
4472,30-03-2023 05:42,1172,26,3103,11
4473,06-03-2023 13:44,1173,1,NULL,14
4474,06-03-2023 17:40,1173,2,NULL,14
4475,07-03-2023 08:11,1173,3,NULL,14
4476,08-03-2023 04:09,1173,4,NULL,14
4477,08-03-2023 22:40,1173,5,3119,14
4478,10-03-2023 21:27,1173,6,3119,14
4499,02-03-2023 03:36,1174,1,NULL,11
4500,02-03-2023 04:38,1174,2,NULL,11
4501,03-03-2023 18:26,1174,3,NULL,11
4502,04-03-2023 23:02,1174,4,NULL,11
4503,05-03-2023 08:15,1174,5,3108,11
4504,05-03-2023 21:13,1174,6,3108,11
4505,07-03-2023 07:45,1174,7,3108,11
4506,07-03-2023 23:06,1174,8,3108,11
4507,09-03-2023 19:26,1174,9,3108,11
4508,10-03-2023 17:51,1174,10,3108,11
4509,12-03-2023 10:51,1174,11,3108,11
4510,13-03-2023 04:08,1174,12,3108,11
4511,13-03-2023 19:32,1174,13,3108,11
4512,15-03-2023 09:47,1174,14,3108,11
4513,16-03-2023 11:25,1174,15,3108,11
4514,18-03-2023 06:54,1174,16,3108,11
4515,20-03-2023 06:40,1174,17,3108,11
4516,21-03-2023 13:47,1174,18,3108,11
4517,22-03-2023 02:00,1174,19,3108,11
4518,23-03-2023 16:10,1174,20,3108,11
4519,25-03-2023 15:10,1174,21,3108,11
4520,26-03-2023 10:57,1174,22,3108,11
4521,27-03-2023 21:20,1174,23,3108,11
4522,29-03-2023 05:05,1174,24,3108,11
4525,28-03-2023 19:39,1175,1,NULL,14
4526,29-03-2023 17:13,1175,2,NULL,14
4527,29-03-2023 23:17,1175,3,NULL,14
4528,30-03-2023 07:02,1175,4,NULL,14
4529,30-03-2023 10:47,1175,5,3123,14
4530,01-04-2023 04:44,1175,6,3123,14
4531,02-04-2023 05:31,1175,7,3123,14
4532,02-04-2023 23:56,1175,8,3123,14
4533,04-04-2023 06:27,1175,9,3123,14
4534,05-04-2023 06:46,1175,10,3123,14
4551,27-03-2023 03:01,1176,1,NULL,13
4552,27-03-2023 21:27,1176,2,NULL,13
4553,29-03-2023 05:56,1176,3,NULL,13
4554,29-03-2023 14:19,1176,4,NULL,13
4577,15-03-2023 19:22,1177,1,NULL,11
4578,17-03-2023 09:02,1177,2,NULL,11
4579,18-03-2023 19:06,1177,3,NULL,11
4580,20-03-2023 13:14,1177,4,NULL,11
4581,21-03-2023 20:01,1177,5,3104,11
4582,23-03-2023 02:50,1177,6,3104,11
4583,23-03-2023 12:56,1177,7,3104,11
4584,25-03-2023 00:53,1177,8,3104,11
4585,26-03-2023 14:36,1177,9,3104,11
4586,28-03-2023 06:45,1177,10,3104,11
4587,28-03-2023 17:48,1177,11,3104,11
4588,29-03-2023 14:29,1177,12,3104,11
4589,30-03-2023 08:25,1177,13,3104,11
4603,13-03-2023 21:55,1178,1,NULL,14
4604,15-03-2023 04:54,1178,2,NULL,14
4605,16-03-2023 04:47,1178,3,NULL,14
4606,17-03-2023 05:39,1178,4,NULL,14
4607,18-03-2023 05:13,1178,5,3118,14
4608,18-03-2023 16:13,1178,6,3118,14
4609,20-03-2023 11:55,1178,7,3118,14
4610,21-03-2023 01:42,1178,8,3118,14
4611,22-03-2023 03:55,1178,9,3118,14
4612,22-03-2023 04:01,1178,10,3118,14
4613,22-03-2023 11:51,1178,11,3118,14
4629,18-03-2023 15:53,1179,1,NULL,15
4630,20-03-2023 09:34,1179,2,NULL,15
4631,21-03-2023 11:49,1179,3,NULL,15
4632,22-03-2023 14:19,1179,4,NULL,15
4633,24-03-2023 04:53,1179,5,3125,15
4634,25-03-2023 00:25,1179,6,3125,15
4635,26-03-2023 09:28,1179,7,3125,15
4636,26-03-2023 13:57,1179,8,3125,15
4637,28-03-2023 06:27,1179,9,3125,15
4638,29-03-2023 14:47,1179,10,3125,15
4639,31-03-2023 01:12,1179,11,3125,15
4640,31-03-2023 18:35,1179,12,3125,15
4641,31-03-2023 19:55,1179,13,3125,15
4642,01-04-2023 07:36,1179,14,3125,15
4643,02-04-2023 09:49,1179,15,3125,15
4644,03-04-2023 11:26,1179,16,3125,15
4645,04-04-2023 02:03,1179,17,3125,15
4646,05-04-2023 11:22,1179,18,3125,15
4647,06-04-2023 05:27,1179,19,3125,15
4648,06-04-2023 21:57,1179,20,3125,15
4649,07-04-2023 17:35,1179,21,3125,15
4650,08-04-2023 16:20,1179,22,3125,15
4655,26-03-2023 20:14,1180,1,NULL,14
4656,28-03-2023 08:49,1180,2,NULL,14
4657,29-03-2023 19:42,1180,3,NULL,14
4658,31-03-2023 07:19,1180,4,NULL,14
4659,01-04-2023 22:39,1180,5,3122,14
4660,02-04-2023 03:46,1180,6,3122,14
4661,02-04-2023 09:10,1180,7,3122,14
4662,03-04-2023 16:04,1180,8,3122,14
4663,05-04-2023 07:44,1180,9,3122,14
4664,06-04-2023 18:05,1180,10,3122,14
4665,07-04-2023 05:31,1180,11,3122,14
4666,08-04-2023 19:59,1180,12,3122,14
4667,09-04-2023 10:56,1180,13,3122,14
4668,09-04-2023 21:59,1180,14,3122,14
4669,10-04-2023 22:55,1180,15,3122,14
4670,10-04-2023 23:58,1180,16,3122,14
4671,12-04-2023 07:01,1180,17,3122,14
4672,14-04-2023 01:12,1180,18,3122,14
4673,14-04-2023 14:06,1180,19,3122,14
4674,15-04-2023 21:33,1180,20,3122,14
4675,17-04-2023 05:43,1180,21,3122,14
4676,17-04-2023 11:09,1180,22,3122,14
4677,18-04-2023 06:38,1180,23,3122,14
4678,19-04-2023 08:13,1180,24,3122,14
4681,28-03-2023 14:27,1181,1,NULL,13
4682,30-03-2023 13:04,1181,2,NULL,13
4683,31-03-2023 06:12,1181,3,NULL,13
4684,01-04-2023 17:02,1181,4,NULL,13
4685,02-04-2023 20:10,1181,5,3115,13
4686,04-04-2023 12:50,1181,6,3115,13
4687,06-04-2023 08:27,1181,7,3115,13
4688,08-04-2023 05:34,1181,8,3115,13
4689,08-04-2023 14:33,1181,9,3115,13
4690,08-04-2023 18:40,1181,10,3115,13
4691,10-04-2023 17:05,1181,11,3115,13
